"Date","ClientFileNum","BusTicketCount","FoodProvided","Food_lbs","Clothing","Diapers","SchoolKit","HygieneKit","FinSupport","Year","Date.cat"
2011-09-28,9354,0,0,0,2,0,0,0,0,"2011","2010s"
2012-01-05,9354,0,0,0,2,0,0,0,0,"2012","2010s"
2013-01-14,9354,0,4,30,3,0,0,0,0,"2013","2010s"
2013-03-25,9354,0,2,20,1,0,0,0,0,"2013","2010s"
2013-05-30,9354,0,1,15,4,0,0,0,0,"2013","2010s"
2015-01-23,9354,0,0,0,3,0,0,0,0,"2015","2010s"
2015-03-06,9354,0,0,0,6,0,0,0,0,"2015","2010s"
2015-04-01,9354,0,0,0,2,0,0,0,0,"2015","2010s"
2015-05-04,9354,0,0,0,6,0,0,0,0,"2015","2010s"
2017-04-06,9354,0,1,15,5,0,0,0,0,"2017","2010s"
2017-04-26,9354,0,1,15,4,0,0,0,0,"2017","2010s"
2017-05-17,9354,0,1,15,3,0,0,0,0,"2017","2010s"
2011-08-11,9355,0,1,15,7,0,0,0,0,"2011","2010s"
2011-08-11,9356,0,4,30,3,0,0,0,0,"2011","2010s"
2011-08-10,9357,0,0,0,5,0,0,0,0,"2011","2010s"
2011-08-15,9358,0,3,25,4,0,0,0,0,"2011","2010s"
2011-08-11,9359,0,3,25,20,0,0,0,0,"2011","2010s"
2011-08-11,9360,0,0,0,6,0,0,0,0,"2011","2010s"
2012-01-12,9360,0,1,15,3,0,0,0,0,"2012","2010s"
2011-08-11,9361,0,3,25,0,0,0,0,0,"2011","2010s"
2011-08-10,9362,0,0,0,10,0,0,0,0,"2011","2010s"
2011-08-17,9362,0,0,0,6,0,0,0,0,"2011","2010s"
2011-08-24,9362,0,0,0,5,0,0,0,0,"2011","2010s"
2011-08-10,9363,0,3,25,25,0,0,0,0,"2011","2010s"
2012-02-09,9363,0,3,25,20,0,0,0,0,"2012","2010s"
2011-08-11,9364,0,3,25,9,0,0,0,0,"2011","2010s"
2011-08-10,9365,0,1,15,2,0,0,0,0,"2011","2010s"
2012-02-22,9365,0,1,15,5,0,0,0,0,"2012","2010s"
2011-08-16,9366,0,3,25,14,0,0,0,0,"2011","2010s"
2011-08-16,9367,0,1,15,5,0,0,0,0,"2011","2010s"
2011-08-29,9367,0,1,15,5,0,0,0,0,"2011","2010s"
2011-10-20,9367,0,1,15,0,0,0,0,0,"2011","2010s"
2011-11-28,9367,0,3,25,5,0,0,0,0,"2011","2010s"
2012-01-18,9367,0,3,25,3,0,0,0,0,"2012","2010s"
2012-02-23,9367,0,2,20,4,0,0,0,0,"2012","2010s"
2012-03-15,9367,0,3,25,4,0,0,0,0,"2012","2010s"
2012-05-14,9367,0,3,25,6,0,0,0,0,"2012","2010s"
2012-06-11,9367,0,3,25,7,0,0,0,0,"2012","2010s"
2012-07-26,9367,0,3,25,6,0,0,0,0,"2012","2010s"
2012-08-20,9367,0,3,25,5,0,0,0,0,"2012","2010s"
2012-09-18,9367,0,3,25,15,0,0,0,0,"2012","2010s"
2012-10-15,9367,0,3,25,10,0,0,0,0,"2012","2010s"
2012-11-12,9367,0,3,25,5,0,0,0,0,"2012","2010s"
2012-12-27,9367,0,3,25,6,0,0,0,0,"2012","2010s"
2013-01-24,9367,0,3,25,9,0,0,0,0,"2013","2010s"
2013-02-25,9367,0,3,25,5,0,0,0,0,"2013","2010s"
2013-03-26,9367,0,3,25,7,0,0,0,0,"2013","2010s"
2013-04-25,9367,0,3,25,7,0,0,0,0,"2013","2010s"
2013-06-12,9367,0,3,25,5,0,0,0,0,"2013","2010s"
2013-07-16,9367,0,1,15,6,0,0,0,0,"2013","2010s"
2013-08-22,9367,0,1,15,3,0,0,0,0,"2013","2010s"
2013-11-13,9367,0,4,30,0,0,0,0,0,"2013","2010s"
2011-08-16,9368,0,4,30,13,0,0,0,0,"2011","2010s"
2011-08-16,9369,0,4,30,3,0,0,0,0,"2011","2010s"
2011-08-17,9370,0,0,0,4,0,0,0,0,"2011","2010s"
2011-08-22,9370,0,1,15,4,0,0,0,0,"2011","2010s"
2011-09-19,9370,0,0,0,6,0,0,1,0,"2011","2010s"
2011-09-28,9370,0,0,0,1,0,0,0,0,"2011","2010s"
2011-11-11,9370,0,0,0,6,0,0,0,0,"2011","2010s"
2012-08-15,9370,0,1,15,1,0,0,0,0,"2012","2010s"
2012-08-24,9370,0,0,0,3,0,0,0,0,"2012","2010s"
2012-10-16,9370,0,0,0,4,0,0,0,0,"2012","2010s"
2012-11-07,9370,0,1,15,6,0,0,0,0,"2012","2010s"
2015-09-30,9370,0,1,15,5,0,0,0,0,"2015","2010s"
2011-08-17,9371,0,0,0,9,0,0,0,0,"2011","2010s"
2011-09-12,9371,0,2,20,8,0,0,0,0,"2011","2010s"
2011-08-18,9372,0,1,15,7,0,0,0,0,"2011","2010s"
2011-08-22,9372,0,1,15,3,0,0,0,0,"2011","2010s"
2011-08-17,9373,0,3,25,12,0,0,0,0,"2011","2010s"
2011-09-21,9373,0,3,25,15,0,0,0,0,"2011","2010s"
2019-02-14,9373,0,3,28,14,0,0,0,0,"2019","2010s"
2019-03-15,9373,0,3,28,13,0,0,0,0,"2019","2010s"
2019-04-15,9373,0,3,28,13,0,0,0,0,"2019","2010s"
2019-05-31,9373,0,3,28,11,0,0,0,0,"2019","2010s"
2011-08-17,9374,0,0,0,0,0,0,0,0,"2011","2010s"
2011-08-24,9374,0,1,15,0,0,0,0,0,"2011","2010s"
2011-08-18,9376,0,1,15,0,0,0,0,0,"2011","2010s"
2011-08-17,9377,0,0,0,4,0,0,0,0,"2011","2010s"
2011-09-21,9377,0,0,0,2,0,0,0,0,"2011","2010s"
2011-11-11,9377,0,0,0,6,0,0,0,0,"2011","2010s"
2011-08-18,9378,0,1,15,4,0,0,0,0,"2011","2010s"
2011-08-18,9381,0,3,25,6,0,0,0,0,"2011","2010s"
2012-06-14,9381,0,3,25,1,0,0,0,0,"2012","2010s"
2013-02-04,9381,0,0,0,4,0,0,0,0,"2013","2010s"
2014-01-08,9381,0,0,0,4,0,0,0,0,"2014","2010s"
2011-08-18,9382,0,1,15,0,0,0,0,0,"2011","2010s"
2011-08-23,9385,0,0,0,7,0,0,0,0,"2011","2010s"
2018-04-27,9385,0,3,28,6,0,0,0,0,"2018","2010s"
2011-08-23,9386,0,0,0,2,0,0,1,0,"2011","2010s"
2011-08-25,9387,0,1,15,0,0,0,1,0,"2011","2010s"
2013-07-18,9387,0,1,15,2,0,0,0,0,"2013","2010s"
2011-09-14,9388,0,0,0,5,0,0,1,0,"2011","2010s"
2011-11-04,9388,0,0,0,2,0,0,0,0,"2011","2010s"
2011-08-24,9389,0,0,0,1,0,0,0,0,"2011","2010s"
2011-08-31,9389,0,0,0,0,0,0,1,0,"2011","2010s"
2011-08-24,9391,0,7,60,18,0,0,0,0,"2011","2010s"
2013-04-10,9391,0,7,60,20,0,0,0,0,"2013","2010s"
2013-05-21,9391,0,7,60,25,0,0,0,0,"2013","2010s"
2013-06-25,9391,0,5,45,20,0,0,0,0,"2013","2010s"
2013-07-29,9391,0,6,50,20,0,0,0,0,"2013","2010s"
2013-08-27,9391,0,7,60,25,0,0,0,0,"2013","2010s"
2013-09-26,9391,0,7,60,13,0,0,0,0,"2013","2010s"
2013-10-30,9391,0,7,60,17,0,0,0,0,"2013","2010s"
2013-12-17,9391,0,7,60,25,0,0,0,0,"2013","2010s"
2014-02-17,9391,0,7,60,0,0,0,0,0,"2014","2010s"
2014-03-20,9391,0,7,60,15,0,0,0,0,"2014","2010s"
2014-04-24,9391,0,7,60,11,0,0,0,0,"2014","2010s"
2014-05-27,9391,0,7,60,25,0,0,0,0,"2014","2010s"
2014-06-30,9391,0,7,60,17,0,0,0,0,"2014","2010s"
2014-08-11,9391,0,7,60,25,0,0,0,0,"2014","2010s"
2014-09-25,9391,0,7,60,13,0,0,0,0,"2014","2010s"
2014-11-26,9391,0,7,60,20,0,0,0,0,"2014","2010s"
2014-12-22,9391,0,7,60,6,0,0,0,0,"2014","2010s"
2015-01-28,9391,0,6,50,6,0,0,0,0,"2015","2010s"
2015-02-25,9391,0,7,60,17,0,0,0,0,"2015","2010s"
2015-04-13,9391,0,6,50,13,0,0,0,0,"2015","2010s"
2015-05-20,9391,0,7,60,25,0,0,0,0,"2015","2010s"
2015-06-22,9391,0,7,60,7,0,0,0,0,"2015","2010s"
2015-07-21,9391,0,7,60,14,0,0,0,0,"2015","2010s"
2015-08-17,9391,0,7,60,20,0,0,0,0,"2015","2010s"
2015-09-22,9391,0,7,60,16,0,0,0,0,"2015","2010s"
2015-11-25,9391,0,7,60,5,0,0,0,0,"2015","2010s"
2015-12-21,9391,0,7,60,13,0,0,0,0,"2015","2010s"
2016-02-29,9391,0,7,60,4,0,0,0,0,"2016","2010s"
2016-04-21,9391,0,7,60,13,0,0,0,0,"2016","2010s"
2016-05-18,9391,0,7,60,12,0,0,0,0,"2016","2010s"
2016-06-29,9391,0,7,60,21,0,0,0,0,"2016","2010s"
2016-08-02,9391,0,7,60,20,0,0,0,0,"2016","2010s"
2016-09-28,9391,0,7,60,13,0,0,0,0,"2016","2010s"
2016-11-21,9391,0,7,60,17,0,0,0,0,"2016","2010s"
2016-12-19,9391,0,7,60,5,0,0,0,0,"2016","2010s"
2017-01-24,9391,0,7,60,19,0,0,0,0,"2017","2010s"
2017-03-21,9391,0,7,60,13,0,0,0,0,"2017","2010s"
2017-05-22,9391,0,7,60,23,0,0,0,0,"2017","2010s"
2017-06-21,9391,0,6,50,19,0,0,0,0,"2017","2010s"
2017-08-22,9391,0,6,53,24,0,0,0,0,"2017","2010s"
2017-09-19,9391,0,6,53,15,0,0,0,0,"2017","2010s"
2017-10-26,9391,0,6,53,14,0,0,0,0,"2017","2010s"
2017-11-21,9391,0,6,53,17,0,0,0,0,"2017","2010s"
2017-12-19,9391,0,6,53,15,0,0,0,0,"2017","2010s"
2018-01-30,9391,0,6,53,18,0,0,0,0,"2018","2010s"
2018-03-29,9391,0,6,53,12,0,0,0,0,"2018","2010s"
2018-04-26,9391,0,6,53,12,0,0,0,0,"2018","2010s"
2018-05-31,9391,0,6,53,9,0,0,0,0,"2018","2010s"
2018-07-10,9391,0,6,53,10,0,0,0,0,"2018","2010s"
2018-08-21,9391,0,6,53,18,0,0,0,0,"2018","2010s"
2018-10-02,9391,0,6,53,14,0,0,0,0,"2018","2010s"
2018-11-20,9391,0,6,53,16,0,0,0,0,"2018","2010s"
2018-12-18,9391,0,6,53,9,0,0,0,0,"2018","2010s"
2019-01-29,9391,0,6,53,15,0,0,0,0,"2019","2010s"
2019-03-12,9391,0,6,53,16,0,0,0,0,"2019","2010s"
2019-04-16,9391,0,6,53,16,0,0,0,0,"2019","2010s"
2019-05-28,9391,0,6,53,15,0,0,0,0,"2019","2010s"
2011-08-31,9392,0,1,15,0,0,0,0,0,"2011","2010s"
2011-08-29,9393,0,3,25,1,0,0,0,0,"2011","2010s"
2011-08-29,9394,0,2,20,2,0,0,0,0,"2011","2010s"
2011-12-14,9394,0,5,45,25,0,0,0,0,"2011","2010s"
2012-01-11,9394,0,5,45,15,0,0,0,0,"2012","2010s"
2012-10-09,9394,0,5,45,20,0,0,0,0,"2012","2010s"
2012-11-01,9394,0,5,45,20,0,0,0,0,"2012","2010s"
2012-12-11,9394,0,5,45,25,0,0,0,0,"2012","2010s"
2013-01-15,9394,0,5,45,19,0,0,0,0,"2013","2010s"
2013-08-27,9394,0,3,25,25,0,0,0,0,"2013","2010s"
2013-10-30,9394,0,3,25,15,0,0,0,0,"2013","2010s"
2013-12-04,9394,0,3,25,12,0,0,0,0,"2013","2010s"
2014-01-06,9394,0,3,25,15,0,0,0,0,"2014","2010s"
2015-06-04,9394,0,4,30,5,0,0,0,0,"2015","2010s"
2015-07-16,9394,0,4,30,25,0,0,0,0,"2015","2010s"
2015-12-15,9394,0,4,30,7,0,0,0,0,"2015","2010s"
2016-04-28,9394,0,4,30,18,0,0,0,0,"2016","2010s"
2016-05-24,9394,0,4,30,25,0,0,0,0,"2016","2010s"
2016-07-14,9394,0,4,30,20,0,0,0,0,"2016","2010s"
2016-08-18,9394,0,4,30,25,0,0,0,0,"2016","2010s"
2016-10-27,9394,0,4,30,0,0,0,0,0,"2016","2010s"
2017-02-02,9394,0,5,45,9,0,0,0,0,"2017","2010s"
2017-03-09,9394,0,5,45,25,0,0,0,0,"2017","2010s"
2017-04-12,9394,0,5,45,5,0,0,0,0,"2017","2010s"
2017-05-23,9394,0,5,45,5,0,0,0,0,"2017","2010s"
2017-06-29,9394,0,5,45,6,0,0,0,0,"2017","2010s"
2017-06-30,9394,0,5,45,3,0,0,0,0,"2017","2010s"
2017-07-25,9394,0,5,45,19,0,0,0,0,"2017","2010s"
2017-08-29,9394,0,5,45,21,0,0,0,0,"2017","2010s"
2017-11-22,9394,0,5,45,7,0,0,0,0,"2017","2010s"
2018-01-16,9394,0,5,45,13,0,0,0,0,"2018","2010s"
2018-02-22,9394,0,5,45,2,0,0,0,0,"2018","2010s"
2018-04-04,9394,0,5,45,24,0,0,0,0,"2018","2010s"
2018-05-03,9394,0,5,45,27,0,0,0,0,"2018","2010s"
2018-06-07,9394,0,5,45,24,0,0,0,0,"2018","2010s"
2018-07-12,9394,0,5,45,7,0,0,0,0,"2018","2010s"
2018-08-14,9394,0,5,45,19,0,0,0,0,"2018","2010s"
2018-11-06,9394,0,5,45,15,0,0,0,0,"2018","2010s"
2018-12-11,9394,0,5,45,14,0,0,0,0,"2018","2010s"
2019-03-12,9394,0,5,45,9,0,0,0,0,"2019","2010s"
2019-05-13,9394,0,5,45,18,0,0,0,0,"2019","2010s"
2019-06-17,9394,0,5,45,23,0,0,0,0,"2019","2010s"
2011-08-24,9395,0,2,20,12,0,0,0,0,"2011","2010s"
2011-10-26,9395,0,2,20,6,0,0,0,0,"2011","2010s"
2012-05-29,9395,0,2,20,10,0,0,0,0,"2012","2010s"
2012-08-27,9395,0,2,20,15,0,0,0,0,"2012","2010s"
2012-12-26,9395,0,2,20,2,0,0,0,0,"2012","2010s"
2013-02-20,9395,0,2,20,8,0,0,0,0,"2013","2010s"
2013-04-04,9395,0,1,15,0,0,0,0,0,"2013","2010s"
2013-05-23,9395,0,1,15,0,0,0,0,0,"2013","2010s"
2013-10-31,9395,0,1,15,9,0,0,0,0,"2013","2010s"
2014-01-29,9395,0,1,15,10,0,0,0,0,"2014","2010s"
2014-02-25,9395,0,1,15,3,0,0,0,0,"2014","2010s"
2014-06-23,9395,0,1,15,5,0,0,0,0,"2014","2010s"
2014-07-23,9395,0,1,15,3,0,0,0,0,"2014","2010s"
2011-08-30,9396,0,4,30,1,0,0,0,0,"2011","2010s"
2011-08-30,9397,0,5,45,3,0,0,0,0,"2011","2010s"
2011-09-29,9397,0,5,45,13,0,0,0,0,"2011","2010s"
2011-08-30,9398,0,2,20,2,0,0,0,0,"2011","2010s"
2011-08-31,9399,0,5,45,0,0,0,0,0,"2011","2010s"
2011-09-01,9400,0,7,60,15,0,0,0,0,"2011","2010s"
2014-06-04,9400,0,6,50,19,0,0,0,0,"2014","2010s"
2011-08-31,9401,0,0,0,0,0,0,0,0,"2011","2010s"
2011-08-31,9402,0,4,30,0,0,0,0,0,"2011","2010s"
2011-10-05,9402,0,4,30,0,0,0,0,0,"2011","2010s"
2012-10-10,9402,0,4,30,0,0,0,0,0,"2012","2010s"
2013-07-18,9402,0,4,30,0,0,0,0,0,"2013","2010s"
2011-09-06,9403,0,6,50,2,0,0,0,0,"2011","2010s"
2011-09-08,9403,0,5,50,14,0,0,0,0,"2011","2010s"
2011-09-06,9404,0,0,0,8,0,0,0,0,"2011","2010s"
2015-02-23,9404,0,1,15,5,0,0,0,0,"2015","2010s"
2011-09-06,9405,0,1,15,3,0,0,0,0,"2011","2010s"
2013-03-14,9405,0,3,25,10,0,0,0,0,"2013","2010s"
2014-01-16,9405,0,3,25,6,0,0,0,0,"2014","2010s"
2014-03-18,9405,0,3,25,10,0,0,0,0,"2014","2010s"
2014-05-12,9405,0,2,20,14,0,0,0,0,"2014","2010s"
2014-10-20,9405,0,3,25,2,0,0,0,0,"2014","2010s"
2015-04-23,9405,0,3,25,12,0,0,0,0,"2015","2010s"
2017-03-15,9405,0,1,15,2,0,0,0,0,"2017","2010s"
2017-05-23,9405,0,1,15,4,0,0,0,0,"2017","2010s"
2018-05-03,9405,0,1,18,4,0,0,0,0,"2018","2010s"
2011-09-07,9406,0,1,15,1,0,0,0,0,"2011","2010s"
2012-06-06,9406,0,1,15,1,0,0,0,0,"2012","2010s"
2012-07-18,9406,0,1,15,2,0,0,0,0,"2012","2010s"
2012-09-04,9406,0,1,15,0,0,0,0,0,"2012","2010s"
2012-10-23,9406,0,1,15,0,0,0,0,0,"2012","2010s"
2013-01-10,9406,0,1,15,1,0,0,0,0,"2013","2010s"
2014-08-25,9406,0,1,15,0,0,0,0,0,"2014","2010s"
2018-08-27,9406,0,1,18,2,0,0,0,0,"2018","2010s"
2019-07-08,9406,0,1,18,4,0,0,0,0,"2019","2010s"
2011-09-12,9407,0,1,15,3,0,0,0,0,"2011","2010s"
2011-10-25,9407,0,3,25,15,0,0,0,0,"2011","2010s"
2012-09-26,9407,0,1,15,1,0,0,0,0,"2012","2010s"
2013-04-01,9407,0,1,15,3,0,0,0,0,"2013","2010s"
2014-12-08,9407,0,0,0,0,0,0,0,0,"2014","2010s"
2014-12-09,9407,0,0,0,10,0,0,0,0,"2014","2010s"
2015-04-27,9407,0,0,0,0,0,0,0,0,"2015","2010s"
2015-12-21,9407,0,0,0,4,0,0,0,0,"2015","2010s"
2016-01-04,9407,0,0,0,8,0,0,0,0,"2016","2010s"
2016-03-02,9407,0,1,15,0,0,0,0,0,"2016","2010s"
2011-09-08,9408,0,1,15,8,0,0,0,0,"2011","2010s"
2011-10-25,9408,0,1,15,10,0,0,0,0,"2011","2010s"
2011-11-15,9408,0,1,15,10,0,0,0,0,"2011","2010s"
2011-12-13,9408,0,1,15,10,0,0,0,0,"2011","2010s"
2012-01-23,9408,0,1,15,7,0,0,0,0,"2012","2010s"
2012-02-20,9408,0,1,15,8,0,0,0,0,"2012","2010s"
2012-03-12,9408,0,1,15,10,0,0,0,0,"2012","2010s"
2012-05-14,9408,0,1,15,10,0,0,0,0,"2012","2010s"
2012-06-19,9408,0,1,15,10,0,0,0,0,"2012","2010s"
2012-08-21,9408,0,1,15,9,0,0,0,0,"2012","2010s"
2012-09-17,9408,0,1,15,10,0,0,0,0,"2012","2010s"
2012-10-22,9408,0,1,15,17,0,0,0,0,"2012","2010s"
2012-11-19,9408,0,1,15,10,0,0,0,0,"2012","2010s"
2012-12-18,9408,0,1,15,10,0,0,0,0,"2012","2010s"
2013-02-19,9408,0,1,15,10,0,0,0,0,"2013","2010s"
2013-03-25,9408,0,1,15,9,0,0,0,0,"2013","2010s"
2013-06-24,9408,0,1,15,9,0,0,0,0,"2013","2010s"
2013-07-24,9408,0,1,15,6,0,0,0,0,"2013","2010s"
2013-09-16,9408,0,1,15,8,0,0,0,0,"2013","2010s"
2013-10-24,9408,0,1,15,10,0,0,0,0,"2013","2010s"
2013-12-30,9408,0,1,15,10,0,0,0,0,"2013","2010s"
2014-02-17,9408,0,1,15,0,0,0,0,0,"2014","2010s"
2011-09-12,9409,0,5,45,13,0,0,0,0,"2011","2010s"
2011-09-12,9410,0,3,25,20,0,0,0,0,"2011","2010s"
2011-10-31,9410,0,3,25,25,0,0,0,0,"2011","2010s"
2012-01-23,9410,0,4,30,25,0,0,0,0,"2012","2010s"
2011-09-08,9411,0,4,30,9,0,0,0,0,"2011","2010s"
2011-10-13,9411,0,4,30,6,0,0,0,0,"2011","2010s"
2011-12-15,9411,0,4,30,0,0,0,0,0,"2011","2010s"
2012-01-12,9411,0,4,30,6,0,0,0,0,"2012","2010s"
2012-02-16,9411,0,4,30,4,0,0,0,0,"2012","2010s"
2012-08-02,9411,0,4,30,9,0,0,0,0,"2012","2010s"
2012-11-12,9411,0,4,30,6,0,0,0,0,"2012","2010s"
2012-12-17,9411,0,4,30,1,0,0,0,0,"2012","2010s"
2013-08-01,9411,0,4,30,7,0,0,0,0,"2013","2010s"
2011-09-08,9412,0,0,0,5,0,0,0,0,"2011","2010s"
2011-12-21,9412,0,1,15,2,0,0,0,0,"2011","2010s"
2012-01-03,9412,0,0,0,8,0,0,0,0,"2012","2010s"
2012-02-03,9412,0,0,0,4,0,0,0,0,"2012","2010s"
2012-02-10,9412,0,0,0,4,0,0,0,0,"2012","2010s"
2012-02-28,9412,0,0,0,8,0,0,0,0,"2012","2010s"
2011-09-07,9413,0,1,15,3,0,0,0,0,"2011","2010s"
2012-02-02,9413,0,4,30,11,0,0,0,0,"2012","2010s"
2012-09-17,9413,0,1,15,10,0,0,0,0,"2012","2010s"
2012-10-22,9413,0,1,15,3,0,0,0,0,"2012","2010s"
2014-12-22,9413,0,1,15,10,0,0,0,0,"2014","2010s"
2015-10-28,9413,0,6,50,10,0,0,0,0,"2015","2010s"
2016-01-12,9413,0,25,20,3,0,0,0,0,"2016","2010s"
2017-11-08,9413,0,6,53,10,0,0,0,0,"2017","2010s"
2018-02-13,9413,0,6,53,11,0,0,0,0,"2018","2010s"
2018-04-24,9413,0,6,53,21,0,0,0,0,"2018","2010s"
2018-06-07,9413,0,1,18,5,0,0,0,0,"2018","2010s"
2018-08-08,9413,0,2,19,11,0,0,0,0,"2018","2010s"
2018-09-07,9413,0,2,19,12,0,0,0,0,"2018","2010s"
2018-11-06,9413,0,2,19,11,0,0,0,0,"2018","2010s"
2019-01-31,9413,0,2,19,11,0,0,0,0,"2019","2010s"
2019-03-26,9413,0,2,19,13,0,0,0,0,"2019","2010s"
2011-09-07,9414,0,1,15,10,0,0,0,0,"2011","2010s"
2012-02-02,9414,0,1,15,10,0,0,0,0,"2012","2010s"
2012-03-14,9414,0,1,15,7,0,0,0,0,"2012","2010s"
2012-04-23,9414,0,1,15,3,0,0,0,0,"2012","2010s"
2012-09-19,9414,0,1,15,7,0,0,0,0,"2012","2010s"
2017-11-08,9414,0,0,0,0,0,0,0,0,"2017","2010s"
2018-02-13,9414,0,4,38,5,0,0,0,0,"2018","2010s"
2018-04-24,9414,0,4,38,17,0,0,0,0,"2018","2010s"
2018-06-07,9414,0,1,18,6,0,0,0,0,"2018","2010s"
2018-08-08,9414,0,1,18,5,0,0,0,0,"2018","2010s"
2018-09-07,9414,0,1,18,9,0,0,0,0,"2018","2010s"
2018-11-06,9414,0,1,18,6,0,0,0,0,"2018","2010s"
2019-01-31,9414,0,1,18,6,0,0,0,0,"2019","2010s"
2019-03-26,9414,0,1,18,8,0,0,0,0,"2019","2010s"
2011-09-07,9415,0,1,15,1,0,0,0,0,"2011","2010s"
2019-05-15,9415,0,0,0,4,0,0,0,0,"2019","2010s"
2019-06-17,9415,0,0,0,4,0,0,0,0,"2019","2010s"
2019-07-05,9415,0,0,0,5,0,0,0,0,"2019","2010s"
2011-09-07,9416,0,1,15,10,0,0,0,0,"2011","2010s"
2018-12-17,9416,0,2,19,0,0,0,0,0,"2018","2010s"
2011-09-08,9417,0,2,20,0,0,0,0,0,"2011","2010s"
2011-09-08,9418,0,0,0,3,0,0,0,0,"2011","2010s"
2011-09-12,9419,0,2,20,12,0,0,0,0,"2011","2010s"
2011-09-12,9420,0,1,15,4,0,0,0,0,"2011","2010s"
2012-01-20,9420,0,0,0,0,0,0,0,0,"2012","2010s"
2011-09-08,9421,0,1,15,0,0,0,0,0,"2011","2010s"
2011-10-20,9421,0,1,15,0,0,0,0,0,"2011","2010s"
2013-05-20,9421,0,1,15,5,0,0,0,0,"2013","2010s"
2011-09-08,9422,0,6,50,6,0,0,0,0,"2011","2010s"
2011-10-13,9422,0,6,50,8,0,0,0,0,"2011","2010s"
2011-12-15,9422,0,6,50,8,0,0,0,0,"2011","2010s"
2012-01-12,9422,0,6,50,0,0,0,0,0,"2012","2010s"
2012-02-16,9422,0,6,50,5,0,0,0,0,"2012","2010s"
2012-04-12,9422,0,6,50,14,0,0,0,0,"2012","2010s"
2012-08-02,9422,0,6,50,17,0,0,0,0,"2012","2010s"
2012-11-12,9422,0,6,50,14,0,0,0,0,"2012","2010s"
2012-12-17,9422,0,6,50,3,0,0,0,0,"2012","2010s"
2013-08-01,9422,0,6,50,21,0,0,0,0,"2013","2010s"
2011-09-07,9423,0,1,15,10,0,0,0,0,"2011","2010s"
2011-09-07,9424,0,0,0,6,0,0,0,0,"2011","2010s"
2011-09-14,9424,0,0,0,7,0,0,1,0,"2011","2010s"
2011-11-01,9424,0,1,15,10,0,0,0,0,"2011","2010s"
2011-09-14,9425,0,0,0,5,0,0,1,0,"2011","2010s"
2011-09-21,9425,0,0,0,3,0,0,0,0,"2011","2010s"
2011-09-25,9425,0,0,0,9,0,0,0,0,"2011","2010s"
2011-11-04,9425,0,0,0,6,0,0,0,0,"2011","2010s"
2011-12-05,9425,0,1,15,2,0,0,0,0,"2011","2010s"
2011-12-23,9425,0,0,0,5,0,0,0,0,"2011","2010s"
2011-12-30,9425,0,0,0,7,0,0,0,0,"2011","2010s"
2012-06-15,9425,0,0,0,4,0,0,0,0,"2012","2010s"
2012-07-27,9425,0,0,0,0,0,0,0,0,"2012","2010s"
2011-09-12,9426,0,3,25,12,0,0,0,0,"2011","2010s"
2011-10-06,9426,0,3,25,16,0,0,0,0,"2011","2010s"
2011-09-13,9427,0,2,20,6,0,0,0,0,"2011","2010s"
2012-02-07,9427,0,1,15,0,0,0,0,0,"2012","2010s"
2012-03-26,9427,0,0,0,0,0,0,0,0,"2012","2010s"
2017-07-17,9427,0,0,0,5,0,0,0,0,"2017","2010s"
2011-09-19,9428,0,0,0,2,0,0,0,0,"2011","2010s"
2011-09-28,9428,0,0,0,4,0,0,0,0,"2011","2010s"
2011-10-26,9428,0,0,0,5,0,0,0,0,"2011","2010s"
2011-11-04,9428,0,0,0,4,0,0,0,0,"2011","2010s"
2011-11-18,9428,0,0,0,5,0,0,0,0,"2011","2010s"
2011-11-25,9428,0,0,0,4,0,0,0,0,"2011","2010s"
2011-12-09,9428,0,0,0,7,0,0,0,0,"2011","2010s"
2012-01-05,9428,0,0,0,0,0,0,0,0,"2012","2010s"
2012-06-22,9428,0,0,0,3,0,0,0,0,"2012","2010s"
2012-09-07,9428,0,0,0,6,0,0,0,0,"2012","2010s"
2012-09-21,9428,0,0,0,6,0,0,0,0,"2012","2010s"
2012-10-05,9428,0,0,0,2,0,0,0,0,"2012","2010s"
2013-01-18,9428,0,0,0,1,0,0,0,0,"2013","2010s"
2013-06-27,9428,0,1,15,0,0,0,0,0,"2013","2010s"
2011-09-15,9429,0,4,30,11,0,0,0,0,"2011","2010s"
2014-10-08,9429,0,4,30,9,0,0,0,0,"2014","2010s"
2014-12-24,9429,0,3,25,8,0,0,0,0,"2014","2010s"
2011-09-14,9431,0,0,0,1,0,0,1,0,"2011","2010s"
2011-09-14,9432,0,0,0,9,0,0,1,0,"2011","2010s"
2011-09-19,9432,0,1,15,0,0,0,0,0,"2011","2010s"
2011-09-19,9433,0,7,60,25,0,0,0,0,"2011","2010s"
2011-12-07,9433,0,6,50,25,0,0,0,0,"2011","2010s"
2011-09-14,9434,0,2,20,0,0,0,0,0,"2011","2010s"
2011-09-14,9435,0,0,0,7,0,0,0,0,"2011","2010s"
2011-09-15,9436,0,1,15,1,0,0,0,0,"2011","2010s"
2011-12-07,9436,0,1,15,5,0,0,0,0,"2011","2010s"
2012-02-06,9436,0,1,15,6,0,0,0,0,"2012","2010s"
2012-02-20,9436,0,1,15,5,0,0,0,0,"2012","2010s"
2012-03-28,9436,0,1,15,1,0,0,0,0,"2012","2010s"
2012-04-11,9436,0,1,15,2,0,0,0,0,"2012","2010s"
